What does this mean? <br /><h1>年を取ると目ざとくなる。</h1>;<h1>As one grows old, one becomes a light sleeper.</h1><span>(としをとるとめざとくなる。)</span>;48390 48359 48630 45511 45523 45529
What does this mean? <br /><h1>明るい笑顔で2人は光り輝く未来を歩み始めたんだ。</h1>;<h1>Smiling cheerfully, the two began to walk off into their brilliant future.</h1><span>(あかるいえがおでにんはひかりかがやくみらいをあゆみはじめたんだ。)</span>;49197 52612 48549 49748 48387 45480 45484 45552 45511 45514 45519 45529
What does this mean? <br /><h1>彼は思ったことを口にする。</h1>;<h1>He's a plain speaker.</h1><span>(かれはおもったことをくちにする。)</span>;48581 48333 48268 48525 45484 45556 45511 45512 45519
What does this mean? <br /><h1>社長が社員の主体的な取り組みを促した。</h1>;<h1>The president urged employees to act on their initiative.</h1><span>(しゃちょうがしゃいんのしゅたいてきなとりくみをうながした。)</span>;48774 49720 51607 52949 45486 45553 45511 45519 45525
What does this mean? <br /><h1>終わったあとも足が軽い感じがしました。</h1>;<h1>I felt very light on my feet afterwards.</h1><span>(おわったあともあしがかるいかんじがしました。)</span>;48482 48459 48622 51804 48525 45485 45486 45556 45519 45568
What does this mean? <br /><h1>これは兄です。かっこいいですね。</h1>;<h1>This is my brother. Handsome, isn't he?</h1><span>(これはあにです。かっこいいですね。)</span>;48236 48561 45484 45539 45532 45569
What does this mean? <br /><h1>犯人だと思っていた男は事件とは何の関係もなかった。</h1>;<h1>The man I thought was the criminal didn't have any connection to the incident.</h1><span>(はんにんだとおもっていたおとこはじけんとはなにのかんけいもなかった。)</span>;51868 48333 48288 49494 48921 49470 45480 45484 45485 45539 45552 45519 45523 45525 45581
What does this mean? <br /><h1>窓を開ける時は、カーテンは閉めないで下さい。</h1>;<h1>Please don't draw the curtains when the window is open.</h1><span>(まどをあけるときは、かーてんはしめないでください。)</span>;49117 53890 48385 48695 48269 50795 45484 45548 45511 45514 45519 45581
What does this mean? <br /><h1>僕には彼女の言うことが分かった。</h1>;<h1>I got what she was saying.</h1><span>(ぼくにはかのじょのいうことがわかった。)</span>;48610 48445 48580 48501 45484 45486 45556 45512 45516 45519 45525
What does this mean? <br /><h1>遊び相手がなくて孤独だった。</h1>;<h1>I was lonely, with nobody to play with.</h1><span>(あそびあいてがなくてこどくだった。)</span>;49379 49747 53248 45482 45486 45529 45582
What does this mean? <br /><h1>安価な簡易住宅を提供します。</h1>;<h1>We offer low-cost prefabricated houses.</h1><span>(あんかなかんいじゅうたくをていきょうします。)</span>;49634 49389 48525 45511 45519 45568
What does this mean? <br /><h1>足が遅い彼は、もちろんすでに2m差がついた。</h1>;<h1>He, being slow-footed, was of course already lagging two meters.</h1><span>(あしがおそいかれは、もちろんすでにさがついた。)</span>;48459 48386 48581 49600 50623 48793 45484 45486 45554 45529
What does this mean? <br /><h1>実施設計とは基本設計で決まった計画を、工事ができる図面に書く作業です。</h1>;<h1>Detailed design is the work of drawing up a diagram that is capable of being manufactured from the plan set in the baseline design.</h1><span>(じっしせっけいとはきほんせっけいできまったけいかくを、こうじができるずめんにかくさぎょうです。)</span>;49027 49357 49340 49357 48547 49173 49045 48457 48944 45484 45486 45556 45511 45512 45514 45519 45523 45569
What does this mean? <br /><h1>玄関にも取り付け可能な暗証タイプです。</h1>;<h1>This is a code lock type that you can use on the entranceway as well.</h1><span>(げんかんにもとりつけかのうなあんしょうたいぷです。)</span>;50050 48853 50878 45485 45512 45516 45519 45519 45569
What does this mean? <br /><h1>良い医者は患者に説明する時、人体模型を使うなどして、わかりやすく説明してくれる。</h1>;<h1>Good doctors explain things to patients in easily understandable ways, using anatomical models and such.</h1><span>(よいいしゃはかんじゃにせつめいするとき、じんたいもけいをつかうなどして、わかりやすくせつめいしてくれる。)</span>;49386 49399 50053 49343 48525 48385 48315 48525 49343 48525 48555 45484 45511 45512 45519 45529 45581
What does this mean? <br /><h1>彼女と友達になれた時は、それはうれしかったですよ。</h1>;<h1>I was overjoyed when I was able to make friends with her!</h1><span>(かのじょとともだちになれたときは、それはうれしかったですよ。)</span>;48445 48259 48385 48287 45484 45539 45552 45512 45519 45523 45533 45569
What does this mean? <br /><h1>列車に間に合ったのか？！</h1>;<h1>Did you catch the train?!</h1><span>(れっしゃにまにあったのか？！)</span>;52335 49886 45556 45512 45519 45525 45570
What does this mean? <br /><h1>「louse」の複数形は「lice」です。</h1>;<h1>The plural form of "louse" is "lice".</h1><span>(「」のふくすうがたは「」です。)</span>;50579 50221 45484 45525 45569
What does this mean? <br /><h1>せっかく弁護士の資格があるのにもったいない。</h1>;<h1>What a waste of your lawyer qualifications!</h1><span>(せっかくべんごしのしかくがあるのにもったいない。)</span>;50239 52630 51488 50637 45486 45512 45519 45525
What does this mean? <br /><h1>僕には警察よりも何よりもみんながいてくれることの方が心強いのですよ。</h1>;<h1>For my part, having you lot with me is more reassuring than the police or anything!</h1><span>(ぼくにはけいさつよりもなによりもみんながいてくれることのほうがこころづよいのですよ。)</span>;48610 49826 50007 48921 50007 48602 48555 49009 52145 45484 45485 45486 45512 45516 45519 45525 45533 45581 45569
What does this mean? <br /><h1>男性は色っぽい女性が大好きなのです。</h1>;<h1>Men love amorous women.</h1><span>(だんせいはいろっぽいじょせいがだいすきなのです。)</span>;53204 48894 48588 45484 45486 45519 45525 45569
What does this mean? <br /><h1>話を聞いたのだから興味がある筈だ。</h1>;<h1>He listened to my pitch, so he must be interested.</h1><span>(はなしをきいたのだからきょうみがあるはずだ。)</span>;49062 48446 53067 45480 45486 45554 45511 45519 45525 45585
What does this mean? <br /><h1>自分の職場に、見るからにとても気が強い女性がいます。</h1>;<h1>In my workplace is a woman who's very strong willed, on the face of it.</h1><span>(じぶんのしょくばに、みるからにとてもきがつよいじょせいがいます。)</span>;48480 52180 48397 48246 48500 48354 48894 45486 45512 45525 45568 45585
What does this mean? <br /><h1>私は、気が強い女が嫌なんです。</h1>;<h1>I hate strong-minded women.</h1><span>(わたしは、きがつよいおんながいやなんです。)</span>;48255 48500 48354 48439 49935 45484 45486 45519 45569
What does this mean? <br /><h1>彼を待ち伏せる一計を案じた。</h1>;<h1>He has a plan to ambush him.</h1><span>(かれをまちぶせるいっけいをあんじた。)</span>;48581 45552 45511 45519
What does this mean? <br /><h1>月も出ていない闇夜だった。</h1>;<h1>It was a dark night, with no moon.</h1><span>(つきもでていないやみよだった。)</span>;48278 48383 45482 45485 45548 45519 45581
What does this mean? <br /><h1>ヘミングウェイの文章は悪文だった。</h1>;<h1>Hemingway had a poor writing style.</h1><span>(のぶんしょうはあくぶんだった。)</span>;50135 45482 45484 45525
What does this mean? <br /><h1>教育のメルマガを発行したい方はこちら！</h1>;<h1>People who want to put out an ezine on education, come this way!</h1><span>(きょういくのをはっこうしたいほうはこちら！)</span>;49186 50802 48525 49009 49664 45484 45511 45519 45525
What does this mean? <br /><h1>自分と気があわない、いけ好かない、人がいるとします。</h1>;<h1>Suppose there's some jerk you just can't get on with.</h1><span>(じぶんときがあわない、いけすかない、ひとがいるとします。)</span>;48480 48500 48549 48525 45486 45549 45523 45568
What does this mean? <br /><h1>俺はアームチェアーに戻って本を開いた。</h1>;<h1>I sat back in the armchair and opened the book.</h1><span>(おれはにもどってほんをひらいた。)</span>;53675 48532 48539 48751 45484 45554 45511 45512 45581
What does this mean? <br /><h1>あなたの引いたカードは赤のマークですね。</h1>;<h1>The card you drew was a red, wasn't it?</h1><span>(あなたのひいたかーどはあかのまーくですね。)</span>;48650 48356 49375 49278 52585 45484 45554 45519 45525 45532 45569
What does this mean? <br /><h1>噛み合う犬は呼び難し。</h1>;<h1>You can't call dogs off from a fight.</h1><span>(かみあういぬはよびがたし。)</span>;50094 48566 45484 45519
What does this mean? <br /><h1>車も何もなく、生活保護で生きてます。</h1>;<h1>I'm living on welfare, without a car or anything.</h1><span>(くるまもなにもなく、せいかつほごでいきてます。)</span>;48759 48921 49051 52623 48596 45485 45514 45529 45568 45581
What does this mean? <br /><h1>右よ～し、左よ～し・・・、よし。大丈夫。</h1>;<h1>Right - clear, left - clear..., OK, all clear.</h1><span>(みぎよし、ひだりよし・・・、よし。だいじょうぶ。)</span>;48243 48525 48409 48525 48616 45533
What does this mean? <br /><h1>見たこともないような数の虻が、私にまとわりついてきたのです。</h1>;<h1>More horseflies than I'd ever seen came and flew around me.</h1><span>(みたこともないようなかずのあぶが、わたしにまとわりついてきたのです。)</span>;48397 48607 48360 48255 45485 45486 45551 45552 45512 45519 45519 45525 45529 45581 45569
What does this mean? <br /><h1>明らかに全員出席しているように見えます。</h1>;<h1>It clearly looked as if everyone was present.</h1><span>(あきらかにぜんいんしゅっせきしているようにみえます。)</span>;49176 52461 49286 48525 48607 48560 45512 45519 45530 45568 45581
What does this mean? <br /><h1>壮大な眺めですね。</h1>;<h1>It's a magnificent view, isn't it?</h1><span>(そうだいなながめですね。)</span>;53603 45519 45532 45569
What does this mean? <br /><h1>梅雨時は雨降りが多くて外出の計画が立てにくい。</h1>;<h1>It rains so often in the wet season that it's hard to plan outings.</h1><span>(つゆじはあめふりがおおくてがいしゅつのけいかくがたてにくい。)</span>;50162 48385 50709 48339 50684 49173 49199 45484 45486 45525 45529 45581
What does this mean? <br /><h1>服を買いに行く時の服がない。</h1>;<h1>I don't have any clothes for when I go clothes shopping.</h1><span>(ふくをかいにいくときのふくがない。)</span>;48420 48373 48413 48385 48420 45486 45551 45511 45512 45519 45525
What does this mean? <br /><h1>誰か英語を話す人はいますか。</h1>;<h1>Is there an English speaker here?</h1><span>(だれかえいごをはなすひとはいますか。)</span>;48552 48731 48424 48549 45484 45511 45519 45568 45570
What does this mean? <br /><h1>凝った彫刻のしてある鞘に収まった長剣。</h1>;<h1>A longsword sheathed in an intricately engraved scabbard.</h1><span>(こったちょうこくのしてあるさやにおさまったちょうけん。)</span>;48525 45556 45512 45519 45525 45581
What does this mean? <br /><h1>番号を奇麗さっぱり忘れてしまった。</h1>;<h1>I completely forgot the number.</h1><span>(ばんごうをきれいさっぱりわすれてしまった。)</span>;48859 48626 51004 48376 45556 45511 45581
What does this mean? <br /><h1>全く筋が通っていない。私は酔っぱらって外で叫んでいたわけじゃない。</h1>;<h1>It's completely illogical. It wasn't as if I was shouting outside while drunk.</h1><span>(まったくすじがかよっていない。わたしはよっぱらってそとでさけんでいたわけじゃない。)</span>;48777 53534 48757 48255 48828 53348 45481 45484 45486 45548 45552 45514 45519 45581
What does this mean? <br /><h1>万人の友は誰の友でもない。</h1>;<h1>A friend to all is a friend to none.</h1><span>(まんにんのともはだれのともでもない。)</span>;48625 48549 50516 48552 50516 45484 45485 45551 45514 45516 45525
What does this mean? <br /><h1>外が暗くなってきた。</h1>;<h1>It's getting darker outside now.</h1><span>(そとがくらくなってきた。)</span>;48828 48680 48630 45486 45529 45581
What does this mean? <br /><h1>どうして月は夜輝くのか。</h1>;<h1>How does the moon shine at night?</h1><span>(どうしてつきはよるかがやくのか。)</span>;48559 48278 50291 53647 45484 45519 45525 45570
What does this mean? <br /><h1>人込みを体を横にして抜けた。</h1>;<h1>He edged sideways through the crowd.</h1><span>(ひとごみをからだをよこにしてぬけた。)</span>;50657 48615 49583 48525 52453 45552 45511 45512 45581
What does this mean? <br /><h1>そんなに緊張しなくてもいいですよ。</h1>;<h1>There's no need to be that tense.</h1><span>(そんなにきんちょうしなくてもいいですよ。)</span>;48772 53113 48525 45485 45539 45533 45582 45569
What does this mean? <br /><h1>考えを実行に移すのは、難しい。</h1>;<h1>Putting ideas into practice is difficult.</h1><span>(かんがえをじっこうにうつすのは、むずかしい。)</span>;48849 49182 50075 48358 45484 45511 45512 45519 45525
What does this mean? <br /><h1>これ以上は読む価値がない。</h1>;<h1>It's not worth reading any further.</h1><span>(これいじょうはよむかちがない。)</span>;48236 49352 48463 50426 45484 45486 45551 45519
What does this mean? <br /><h1>どうして俺は彼らのように歌うことが出来ないんだ。</h1>;<h1>Why can't I sing like they can?</h1><span>(どうしておれはかれらのようにうたうことができないんだ。)</span>;48559 53675 49415 48607 48586 48460 45480 45484 45486 45548 45512 45519 45525
What does this mean? <br /><h1>明日の準備で忙しい。</h1>;<h1>I'm busy getting ready for tomorrow.</h1><span>(あしたのじゅんびでいそがしい。)</span>;51250 49341 49888 45514 45525
What does this mean? <br /><h1>僕は彼女を幸せにすると言った。</h1>;<h1>I said I would make her happy.</h1><span>(ぼくはかのじょをしあわせにするといった。)</span>;48610 48445 49693 48525 48580 45484 45556 45511 45512 45523 45530
What does this mean? <br /><h1>初めは病気だと思った。</h1>;<h1>At first, I thought they were sick.</h1><span>(はじめはびょうきだとおもった。)</span>;48691 48617 48333 45480 45484 45556 45523
What does this mean? <br /><h1>変換にはかなりの時間がかかる。</h1>;<h1>It takes a long time to convert.</h1><span>(へんかんにはかなりのじかんがかかる。)</span>;51834 48448 48270 51023 45484 45486 45512 45516 45525
What does this mean? <br /><h1>最近、目上の人に敬語を使わない若者が多い。</h1>;<h1>Recently there are a lot of young people who don't use respectful language to their superiors.</h1><span>(さいきん、めうえのひとにけいごをつかわないわかものがおおい。)</span>;48923 51137 48549 50120 48315 49171 48339 45486 45549 45511 45512 45519 45525
What does this mean? <br /><h1>よい子になるには早寝早起きするコトです。</h1>;<h1>To be a good child, you need to go to bed and get up early.</h1><span>(よいこになるにははやねはやおきすることです。)</span>;48730 48630 52839 50142 48525 45484 45512 45516 45519 45569
What does this mean? <br /><h1>彼は将来国家の棟梁たるべき器だ。</h1>;<h1>He has the capacity to be a future leader of the nation.</h1><span>(かれはしょうらいこっかのとうりょうたるべきうつわだ。)</span>;48581 51957 51629 51405 45480 45484 45519 45525
What does this mean? <br /><h1>死ね！</h1>;<h1>Die!</h1><span>(しね！)</span>;48587
What does this mean? <br /><h1>皆さんネチケットはしっかり。</h1>;<h1>Everyone, please keep to netiquette.</h1><span>(みなさんはしっかり。)</span>;49743 50985 45484
What does this mean? <br /><h1>これは、最近の写真？</h1>;<h1>This a recent photo?</h1><span>(これは、さいきんのしゃしん？)</span>;48236 48923 49067 45484 45525
What does this mean? <br /><h1>社員旅行の予定、あまりぱっとしないよ。</h1>;<h1>The plans for the company outing don't sound too exciting.</h1><span>(しゃいんりょこうのよてい、あまりぱっとしないよ。)</span>;49720 49194 48973 49863 51133 48525 45551 45525 45533
What does this mean? <br /><h1>結婚が聞いてあきれる！</h1>;<h1>You call that a marriage?</h1><span>(けっこんがきいてあきれる！)</span>;48477 48446 53794 45486 45581
What does this mean? <br /><h1>カキコ苦手なんです。</h1>;<h1>I'm not good at posting stuff online.</h1><span>(にがてなんです。)</span>;49688 45519 45569
What does this mean? <br /><h1>「人は見かけによらない」とはよく言ったものですね。</h1>;<h1>It's well said that "You can't judge people by their appearance", isn't it?</h1><span>(「ひとはみかけによらない」とはよくいったものですね。)</span>;48549 52482 50313 49295 48580 45484 45549 45556 45512 45519 45523 45532 45569
What does this mean? <br /><h1>ここが差し込むように痛みます。</h1>;<h1>I have a gripping pain here.</h1><span>(ここがさしこむようにいたみます。)</span>;48245 48607 53352 45486 45512 45519 45568
What does this mean? <br /><h1>ここが締めつけられるように痛みます。</h1>;<h1>I have a gripping pain here.</h1><span>(ここがしめつけられるようにいたみます。)</span>;48245 48607 53352 45486 45512 45519 45568
What does this mean? <br /><h1>もうだめだ。</h1>;<h1>It's all over.</h1><span>(もうだめだ。)</span>;49323 45480
What does this mean? <br /><h1>特に理解力がある訳でもない普通の中学生です。</h1>;<h1>He's just a normal junior high school student, not particularly intelligent.</h1><span>(とくにりかいりょくがあるわけでもないふつうのちゅうがくせいです。)</span>;49298 50395 50077 52264 49306 49166 45485 45486 45551 45519 45519 45525 45569
What does this mean? <br /><h1>入学試験に落ちないように、彼女は一生懸命に勉強した。</h1>;<h1>She studied hard in order not to fail the entrance exam.</h1><span>(にゅうがくしけんにおちないように、かのじょはいっしょうけんめいにべんきょうした。)</span>;49147 50095 48614 48607 48445 49983 48353 48525 45484 45548 45512 45519
What does this mean? <br /><h1>君のせっかくの名講義は猫に小判だったね。</h1>;<h1>Your wonderful lecture was pearls before swine.</h1><span>(きみのせっかくのめいこうぎはねこにこばんだったね。)</span>;53454 50239 51751 52988 50133 45482 45484 45512 45525 45532
What does this mean? <br /><h1>彼は少し横に詰めて席を空けてあげた。</h1>;<h1>He squashed up a bit to the side to leave a seat free.</h1><span>(かれはすこしよこにつめてせきをあけてあげた。)</span>;48581 48494 49583 53272 49002 52062 48244 45484 45552 45511 45512 45581
What does this mean? <br /><h1>要するに、借金を踏み倒して逃げちまった。</h1>;<h1>In short, he's run off without paying off his debt.</h1><span>(ようするに、しゃっきんをふみたおしてにげちまった。)</span>;51397 51057 49889 45556 45511 45581
What does this mean? <br /><h1>朝起きて、挨拶を交わす相手がいる——久しぶりの感覚だ。</h1>;<h1>To get up in the morning, and there be someone to say good morning to - I haven't had this feeling for a long time.</h1><span>(あさおきて、あいさつをかわすあいてがいる——ひさしぶりのかんかくだ。)</span>;48346 48533 50177 52878 49747 49515 51966 45480 45486 45511 45519 45525 45581
What does this mean? <br /><h1>ちょうどいいね。新型の試乗してってもらうね。</h1>;<h1>Good timing. I'll get you to test drive the new model.</h1><span>(ちょうどいいね。しんがたのしじょうしてってもらうね。)</span>;48817 48525 48458 45525 45529 45532 45581
What does this mean? <br /><h1>私がここの生活に慣れるのに時間がかかりそうです。</h1>;<h1>It seems like it will take me a while to get accustomed to life here.</h1><span>(わたしがここのせいかつになれるのにじかんがかかりそうです。)</span>;48255 48245 49051 48919 48270 51023 48334 45486 45512 45519 45525 45569
What does this mean? <br /><h1>例１，２のように訂正せよ。</h1>;<h1>Correct it, as in example 1.2.</h1><span>(れいいち，にのようにていせいせよ。)</span>;49678 48607 52269 48525 45512 45525
What does this mean? <br /><h1>林に竹が目立つ。</h1>;<h1>Bamboo stands out in the woods.</h1><span>(はやしにたけがめだつ。)</span>;48662 53528 50116 45486 45512
What does this mean? <br /><h1>裏には裏がある。</h1>;<h1>There are wheels within wheels.</h1><span>(うらにはうらがある。)</span>;49647 49647 45484 45486 45512 45516
What does this mean? <br /><h1>理想を絵に描いたような男性だった。</h1>;<h1>He was a man who was the very picture of her ideals.</h1><span>(りそうをえにえがいたようなだんせいだった。)</span>;51814 49060 52866 48607 53204 45482 45554 45511 45512 45519 45519
What does this mean? <br /><h1>輸送中に箱が拉げて中身がとび出した。</h1>;<h1>The box was crushed during transport and the contents flew out.</h1><span>(ゆそうちゅうにはこがひしげてなかみがとびでした。)</span>;52152 52530 50026 52526 48525 45486 45512 45581
What does this mean? <br /><h1>目標とする１０パーセントにははるかにおよばない結果にとどまった。</h1>;<h1>It stopped short at a result far from the 10% taken as the target.</h1><span>(もくひょうとするいちぜろぱーせんとにははるかにおよばないけっかにとどまった。)</span>;51550 48525 50103 49264 45484 45549 45556 45512 45516 45519 45523 45530
What does this mean? <br /><h1>明日はどうですか。</h1>;<h1>How about tomorrow?</h1><span>(あしたはどうですか。)</span>;51250 48335 45484 45569 45570
What does this mean? <br /><h1>未来への希望で胸が高鳴る。</h1>;<h1>My heart pounded at the future excitement.</h1><span>(みらいへのきぼうでむねがたかなる。)</span>;49748 52493 48567 45486 45513 45514 45525
What does this mean? <br /><h1>彼は壁一面にポスターをべたべた張った。</h1>;<h1>He plastered the wall with posters.</h1><span>(かれはかべいちめんにぽすたーをべたべたはった。)</span>;48581 50059 48389 51381 52302 54123 53409 45484 45556 45511 45512
What does this mean? <br /><h1>風の便りに聞いた。</h1>;<h1>A little bird told me.</h1><span>(かぜのたよりにきいた。)</span>;48913 50924 48446 45554 45512 45525
What does this mean? <br /><h1>彼女は彼に思いを寄せた。</h1>;<h1>She fell in love with him.</h1><span>(かのじょはかれにおもいをよせた。)</span>;48445 48581 51333 53426 45484 45552 45511 45512
What does this mean? <br /><h1>彼女はあでやかな肢体で男性の人気を得た。</h1>;<h1>Her bewitching body made her very popular with men.</h1><span>(かのじょはあでやかなしたいでだんせいのにんきをえた。)</span>;48445 53204 48674 52699 45484 45552 45511 45514 45519 45525
What does this mean? <br /><h1>いいか、よく聞いてくれ！</h1>;<h1>Alright! Listen up and listen well!</h1><span>(いいか、よくきいてくれ！)</span>;49295 48446 48555 45529 45581 45570
What does this mean? <br /><h1>彼は交渉させるには手づよい人です。</h1>;<h1>He is a right person who can drive a hard bargain.</h1><span>(かれはこうしょうさせるにはてじんです。)</span>;48581 49469 48525 48248 48549 45484 45512 45516 45519 45569
What does this mean? <br /><h1>彼の顔は怖そうに見える反面、声は優しくおだやかだった。</h1>;<h1>In contrast to his frightening looks, his voice was kind and calm.</h1><span>(かれのかおはこわそうにみえるはんめん、こえはやさしくおだやかだった。)</span>;48581 48621 49946 48334 48560 49894 48548 45482 45484 45512 45519 45525 45529
What does this mean? <br /><h1>髪の毛を後ろになでつけた。</h1>;<h1>He combed back his hair.</h1><span>(かみのけをうしろになでつけた。)</span>;48598 48272 45552 45511 45512
What does this mean? <br /><h1>町中で、珍しい物を見つけました。</h1>;<h1>I found something interesting in the town.</h1><span>(まちなかで、めずらしいものをみつけました。)</span>;51186 49850 49232 48329 45511 45514 45568
What does this mean? <br /><h1>虫の音がきこえます。</h1>;<h1>I can hear the chirping of insects.</h1><span>(むしのおとがきこえます。)</span>;53356 53353 45486 45525 45568
What does this mean? <br /><h1>他の女にとられるよりは、諦めつくもん！</h1>;<h1>I'd just be able to give up better than if you were taken by some other woman.</h1><span>(たのおんなにとられるよりは、あきらめつくもん！)</span>;49616 48439 50007 54096 45484 45512 45519 45525
What does this mean? <br /><h1>前半彼らは押せ押せムードとなった。</h1>;<h1>They went on the offensive in the first half.</h1><span>(ぜんはんかれらはおせおせむーどとなった。)</span>;51574 49415 50390 48630 45484 45556 45519 45523
What does this mean? <br /><h1>赤ん坊の世話を焼けるのが嬉しい。</h1>;<h1>I'm very happy that I can take care of the baby.</h1><span>(あかんぼうのせわをやけるのがうれしい。)</span>;53805 53037 49795 48628 45486 45511 45519 45525
What does this mean? <br /><h1>赤いネクタイを買いました。</h1>;<h1>I bought a red tie.</h1><span>(あかいねくたいをかいました。)</span>;48309 49123 48373 45511 45568
What does this mean? <br /><h1>生きる意味を教えてくれ。</h1>;<h1>Tell me the meaning of life.</h1><span>(いきるいみをおしえてくれ。)</span>;48596 49329 48455 48555 45511 45519 45581
What does this mean? <br /><h1>ショウイチは真っ青になった。</h1>;<h1>All the colour went from Shoichi's face.</h1><span>(はまっさおになった。)</span>;49072 48630 45484 45556 45512
What does this mean? <br /><h1>人のいない部屋の照明をこまめに消す。</h1>;<h1>Take care to turn off lights in rooms when nobody's in them.</h1><span>(ひとのいないへやのしょうめいをこまめにけす。)</span>;48549 48320 52544 48316 45548 45511 45512 45519 45525 45530
What does this mean? <br /><h1>森林の空気はおいしい。</h1>;<h1>The air is wonderful in the woods.</h1><span>(しんりんのくうきはおいしい。)</span>;51468 48673 48565 45484 45525
What does this mean? <br /><h1>少し間違うと大怪我につながる大変危険なスポーツです。</h1>;<h1>It's a very dangerous sport, where a slight mistake can lead to serious injury.</h1><span>(すこしまちがうとだいけがにつながるたいへんきけんなすぽーつです。)</span>;48494 49097 50243 50085 50338 49629 49779 48635 45512 45519 45519 45523 45569
What does this mean? <br /><h1>拾った者が持ち主。</h1>;<h1>Finders keepers.</h1><span>(ひろったものがもちぬし。)</span>;50034 50955 52575 45486 45556 45519
